"Pulldown stock ID","Enriched Interacors ID","Analysis","Signature accession","Signature description","Interpro description","Enriched IN signature","Enriched NOT in signature","Quantified IN signature","Quantified NOT in signature","P-value","Estimate","Adjusted P-value"
"YAF016","YDR127W;YKL182W;YLR432W;YML056C","Gene3D","G3DSA:3.20.20.70","Aldolase class I","Aldolase-type TIM barrel",4,17,16,503,0.0054787578085042,7.33525687906942,0.142938812460427
"YAF016","YDR127W","Gene3D","G3DSA:3.40.50.10860","Leucine Dehydrogenase","-",1,20,4,515,0.180515553414498,6.38540506550909,0.200745744745433
"YAF016","YDR127W","Gene3D","G3DSA:3.40.50.1970","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YDR127W;YFL038C","Gene3D","G3DSA:3.40.50.300","-","-",2,19,53,466,0.651109826387327,0.925640625821655,0.658769941991884
"YAF016","YDR127W;YMR226C","Gene3D","G3DSA:3.40.50.720","-","-",2,19,27,492,0.312869458548956,1.91513477762377,0.324177993195304
"YAF016","YDR127W","Gene3D","G3DSA:3.65.10.10","-","Enolpyruvate transferase domain superfamily",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YDR321W","Gene3D","G3DSA:3.40.50.1170","-","L-asparaginase, N-terminal domain superfamily",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YDR321W","Gene3D","G3DSA:3.40.50.40","-","L-asparaginase, C-terminal",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YDR368W","Gene3D","G3DSA:3.20.20.100","-","NADP-dependent oxidoreductase domain superfamily",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YDR502C","Gene3D","G3DSA:3.30.300.10","-","-",1,20,3,516,0.147099682777031,8.50947171378152,0.170953685389523
"YAF016","YEL071W","Gene3D","G3DSA:1.10.45.10","-","Vanillyl-alcohol oxidase, C-terminal subdomain 2",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YEL071W","Gene3D","G3DSA:3.30.43.10","-","FAD-binding, type PCMH, subdomain 1",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YEL071W","Gene3D","G3DSA:3.30.465.10","-","FAD-binding, type PCMH, subdomain 2",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YEL071W","Gene3D","G3DSA:3.30.70.2190","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YEL071W","Gene3D","G3DSA:3.30.70.2740","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YER165W","Gene3D","G3DSA:1.10.1900.10","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YER165W;YHL034C;YNL197C","Gene3D","G3DSA:3.30.70.330","-","Nucleotide-binding alpha-beta plait domain superfamily",3,18,12,507,0.017091537518615,6.98313956956438,0.142938812460427
"YAF016","YGR254W","Gene3D","G3DSA:3.20.20.120","Enolase superfamily","Enolase-like, C-terminal domain superfamily",1,20,2,517,0.112388623355166,12.732114421833,0.154381136451489
"YAF016","YGR254W","Gene3D","G3DSA:3.30.390.10","-","Enolase-like, N-terminal",1,20,2,517,0.112388623355166,12.732114421833,0.154381136451489
"YAF016","YHR068W","Gene3D","G3DSA:3.40.910.10","Deoxyhypusine Synthase","Deoxyhypusine synthase superfamily",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YJL080C","Gene3D","G3DSA:3.30.1370.10","-","K Homology domain, type 1 superfamily",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YJL080C","Gene3D","G3DSA:3.30.310.210","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:1.10.110.40","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:1.20.1050.120","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:1.20.930.70","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:3.10.129.10","Hotdog Thioesterase ","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:3.10.129.50","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:3.30.1120.100","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:3.30.70.3320","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:3.30.70.3330","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YKL182W","Gene3D","G3DSA:3.40.366.10","-","Acyl transferase domain superfamily",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YOR027W","Gene3D","G3DSA:1.10.260.100","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YOR027W","Gene3D","G3DSA:1.25.40.10","-","Tetratricopeptide-like helical domain superfamily",1,20,7,512,0.273444303295896,3.64104170873522,0.286783049798134
"YAF016","YOR323C","Gene3D","G3DSA:3.40.309.10","Aldehyde Dehydrogenase; Chain A","Aldehyde dehydrogenase, C-terminal",1,20,3,516,0.147099682777031,8.50947171378152,0.170953685389523
"YAF016","YOR323C","Gene3D","G3DSA:3.40.605.10","Aldehyde Dehydrogenase; Chain A","Aldehyde dehydrogenase, N-terminal",1,20,3,516,0.147099682777031,8.50947171378152,0.170953685389523
"YAF016","YPL160W","Gene3D","G3DSA:1.10.730.10","-","-",1,20,5,514,0.212682232626266,5.10697216647249,0.229126756503955
"YAF016","YPL160W","Gene3D","G3DSA:3.40.50.620","HUPs","Rossmann-like alpha/beta/alpha sandwich fold",1,20,13,506,0.430074975512623,1.94294279863485,0.438574480957537
"YAF016","YPL160W","Gene3D","G3DSA:3.90.740.10","-","Valyl/Leucyl/Isoleucyl-tRNA synthetase, editing domain",1,20,3,516,0.147099682777031,8.50947171378152,0.170953685389523
"YAF016","YPL231W","Gene3D","G3DSA:3.40.47.10","-","Thiolase-like",1,20,3,516,0.147099682777031,8.50947171378152,0.170953685389523
"YAF016","YPL231W","Gene3D","G3DSA:3.90.25.70","-","-",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YPL231W","Gene3D","G3DSA:3.90.470.20","-","4'-phosphopantetheinyl transferase domain superfamily",1,20,1,518,0.0763347763347764,25.3005187162251,0.142938812460427
"YAF016","YDR321W","SMART","SM00870","Asparaginase_2","Asparaginase/glutaminase-like",1,10,1,235,0.0872584839208713,22.4543675660103,0.142938812460427
"YAF016","YER165W;YHL034C;YNL197C","SMART","SM00360","rrm1_1","RNA recognition motif domain",3,8,11,225,0.0183684405563391,7.53528687904697,0.142938812460427
"YAF016","YER165W","SMART","SM00361","rrm2_1","RNA recognition motif domain, eukaryote",1,10,1,235,0.0872584839208713,22.4543675660103,0.142938812460427
"YAF016","YER165W","SMART","SM00517","poly_2","Polyadenylate-binding protein/Hyperplastic disc protein",1,10,1,235,0.0872584839208713,22.4543675660103,0.142938812460427
"YAF016","YFL038C","SMART","SM00173","ras_sub_4","-",1,10,3,233,0.167539428911572,7.61208361331316,0.188756212485526
"YAF016","YFL038C","SMART","SM00174","rho_sub_3","-",1,10,3,233,0.167539428911572,7.61208361331316,0.188756212485526
"YAF016","YFL038C","SMART","SM00175","rab_sub_5","-",1,10,5,231,0.241349064283049,4.5645674738838,0.257306027210854
"YAF016","YFL038C","SMART","SM00176","ran_sub_2","-",1,10,3,233,0.167539428911572,7.61208361331316,0.188756212485526
"YAF016","YGR254W","SMART","SM01192","Enolase_C_3","Enolase, C-terminal TIM barrel domain",1,10,2,234,0.128238715255037,11.3693543600368,0.166100504529297
"YAF016","YGR254W","SMART","SM01193","Enolase_N_3","Enolase, N-terminal",1,10,2,234,0.128238715255037,11.3693543600368,0.166100504529297
"YAF016","YJL080C","SMART","SM00322","kh_6","K Homology domain",1,10,1,235,0.0872584839208713,22.4543675660103,0.142938812460427
"YAF016","YKL182W","SMART","SM00827","Acyl transferase domain in polyketide synthase (PKS) enzymes.","Acyl transferase",1,10,1,235,0.0872584839208713,22.4543675660103,0.142938812460427
"YAF016","YLR432W;YML056C","SMART","SM00116","cbs_1","CBS domain",2,9,3,233,0.0168058275622268,16.633585955084,0.142938812460427
"YAF016","YLR432W;YML056C","SMART","SM01240","IMPDH_2","-",2,9,2,234,0.0103365742854308,24.7824388129761,0.142938812460427
"YAF016","YOR027W","SMART","SM00028","tpr_5","Tetratricopeptide repeat",1,10,3,233,0.167539428911572,7.61208361331316,0.188756212485526
"YAF016","YOR027W","SMART","SM00727","CBM","Heat shock chaperonin-binding",1,10,1,235,0.0872584839208713,22.4543675660103,0.142938812460427
"YAF016","YBR263W","PANTHER","PTHR11680","SERINE HYDROXYMETHYLTRANSFERASE","Serine hydroxymethyltransferase",1,21,2,554,0.110079104024115,13.0005979122131,0.154381136451489
"YAF016","YDR127W","PANTHER","PTHR21090","AROM/DEHYDROQUINATE SYNTHASE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YDR321W","PANTHER","PTHR43828","ASPARAGINASE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YDR321W","PANTHER","PTHR43828:SF3","L-ASPARAGINASE 1","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YDR368W","PANTHER","PTHR11732","ALDO/KETO REDUCTASE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YDR368W","PANTHER","PTHR11732:SF399","GLYCEROL 2-DEHYDROGENASE (NADP(+))-RELATED","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YDR502C","PANTHER","PTHR11964","S-ADENOSYLMETHIONINE SYNTHETASE","S-adenosylmethionine synthetase",1,21,2,554,0.110079104024115,13.0005979122131,0.154381136451489
"YAF016","YDR502C","PANTHER","PTHR11964:SF11","S-ADENOSYLMETHIONINE SYNTHASE ISOFORM TYPE-1","-",1,21,2,554,0.110079104024115,13.0005979122131,0.154381136451489
"YAF016","YEL071W","PANTHER","PTHR43716","D-2-HYDROXYGLUTARATE DEHYDROGENASE, MITOCHONDRIAL","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YER165W","PANTHER","PTHR24012","RNA BINDING PROTEIN","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YER165W","PANTHER","PTHR24012:SF466","POLYADENYLATE-BINDING PROTEIN 1-LIKE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YFL038C","PANTHER","PTHR47977","LD21953P-RELATED","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YFL038C","PANTHER","PTHR47977:SF6","RAS-RELATED PROTEIN RABD2A-LIKE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YGR254W","PANTHER","PTHR11902","ENOLASE","Enolase",1,21,2,554,0.110079104024115,13.0005979122131,0.154381136451489
"YAF016","YHL034C","PANTHER","PTHR23003","RNA RECOGNITION MOTIF  RRM  DOMAIN CONTAINING PROTEIN","-",1,21,3,553,0.14412825134841,8.68922110398747,0.170953685389523
"YAF016","YHL034C","PANTHER","PTHR23003:SF34","NUCLEOLIN","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YHR068W","PANTHER","PTHR11703","DEOXYHYPUSINE SYNTHASE","Deoxyhypusine synthase",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YJL080C","PANTHER","PTHR10627","SCP160","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YJL080C","PANTHER","PTHR10627:SF31","DODECA-SATELLITE-BINDING PROTEIN 1, ISOFORM A","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YKL182W;YPL231W","PANTHER","PTHR10982","MALONYL COA-ACYL CARRIER PROTEIN TRANSACYLASE","-",2,20,2,554,0.00793166205123138,27.0724297427496,0.142938812460427
"YAF016","YKL182W","PANTHER","PTHR10982:SF21","FATTY ACID SYNTHASE SUBUNIT BETA","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YLR432W;YML056C","PANTHER","PTHR11911","INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED","-",2,20,2,554,0.00793166205123138,27.0724297427496,0.142938812460427
"YAF016","YMR226C","PANTHER","PTHR42901","ALCOHOL DEHYDROGENASE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YNL197C","PANTHER","PTHR10501","U1 SMALL NUCLEAR RIBONUCLEOPROTEIN A/U2 SMALL NUCLEAR RIBONUCLEOPROTEIN B","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YNL197C","PANTHER","PTHR10501:SF41","PROTEIN COUCH POTATO","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YOR027W","PANTHER","PTHR22904","TPR REPEAT CONTAINING PROTEIN","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YOR027W","PANTHER","PTHR22904:SF522","HSP70-HSP90 ORGANIZING PROTEIN 3","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YOR198C","PANTHER","PTHR31027","NUCLEAR SEGREGATION PROTEIN BFR1","Nuclear segregation protein Bfr1",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YOR323C","PANTHER","PTHR11063","GLUTAMATE SEMIALDEHYDE DEHYDROGENASE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YOR323C","PANTHER","PTHR11063:SF8","DELTA-1-PYRROLINE-5-CARBOXYLATE SYNTHASE","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YPL160W","PANTHER","PTHR45794","LEUCYL-TRNA SYNTHETASE","Leucyl-tRNA synthetase, class Ia, archaeal/eukaryotic cytosolic",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YPL160W","PANTHER","PTHR45794:SF1","LEUCINE--TRNA LIGASE, CYTOPLASMIC","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YPL231W","PANTHER","PTHR10982:SF23","FATTY ACID SYNTHASE SUBUNIT ALPHA","-",1,21,1,555,0.0747392850503441,25.8444315483664,0.142938812460427
"YAF016","YBR263W","Pfam","PF00464","Serine hydroxymethyltransferase","Serine hydroxymethyltransferase-like domain",1,20,2,557,0.104909791639491,13.7178186262153,0.154381136451489
"YAF016","YDR127W","Pfam","PF00275","EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)","Enolpyruvate transferase domain",1,20,1,558,0.0711631231016616,27.2520890203907,0.142938812460427
"YAF016","YDR127W","Pfam","PF01202","Shikimate kinase","Shikimate kinase/gluconokinase",1,20,1,558,0.0711631231016616,27.2520890203907,0.142938812460427
"YAF016","YDR127W","Pfam","PF01487","Type I 3-dehydroquinase","3-dehydroquinate dehydratase type I",1,20,1,558,0.0711631231016616,27.2520890203907,0.142938812460427
