"category_loop","colors_interaction_loop","complex","interaction","n_complex","name","selected","shared interaction","shared name"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mir1","false","interacts with","Lsm2 (interacts with) Mir1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrp13","false","interacts with","Lsm2 (interacts with) Mrp13"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Csr1","false","interacts with","Lsm2 (interacts with) Csr1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Gcd1","false","interacts with","Lsm2 (interacts with) Gcd1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrps9","false","interacts with","Lsm2 (interacts with) Mrps9"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Gpx2","false","interacts with","Lsm2 (interacts with) Gpx2"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Pet123","false","interacts with","Lsm2 (interacts with) Pet123"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Rpg1","false","interacts with","Lsm2 (interacts with) Rpg1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm5","false","interacts with","Lsm2 (interacts with) Lsm5"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Cad1","false","interacts with","Lsm2 (interacts with) Cad1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Sup45","false","interacts with","Lsm2 (interacts with) Sup45"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Pat1","false","interacts with","Lsm2 (interacts with) Pat1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Tcp1","false","interacts with","Lsm2 (interacts with) Tcp1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Prp31","false","interacts with","Lsm2 (interacts with) Prp31"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm7","false","interacts with","Lsm2 (interacts with) Lsm7"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm1","false","interacts with","Lsm2 (interacts with) Lsm1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Bcs1","false","interacts with","Lsm2 (interacts with) Bcs1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm3","false","interacts with","Lsm2 (interacts with) Lsm3"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm8","false","interacts with","Lsm2 (interacts with) Lsm8"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Enp1","false","interacts with","Lsm2 (interacts with) Enp1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm4","false","interacts with","Lsm2 (interacts with) Lsm4"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm6","false","interacts with","Lsm2 (interacts with) Lsm6"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp8","false","interacts with","Lsm2 (interacts with) Prp8"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Rpa43","false","interacts with","Lsm2 (interacts with) Rpa43"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Snu114","false","interacts with","Lsm2 (interacts with) Snu114"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp4","false","interacts with","Lsm2 (interacts with) Prp4"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Snu23","false","interacts with","Lsm2 (interacts with) Snu23"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp24","false","interacts with","Lsm2 (interacts with) Prp24"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Brr2","false","interacts with","Lsm2 (interacts with) Brr2"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Smd2","false","interacts with","Lsm2 (interacts with) Smd2"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Smb1","false","interacts with","Lsm2 (interacts with) Smb1"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp38","false","interacts with","Lsm2 (interacts with) Prp38"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp3","false","interacts with","Lsm2 (interacts with) Prp3"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Brr2","false","interacts with","Msl1 (interacts with) Brr2"
"RNAmediated","#D95F02","U2 snRNP complex","interacts with","18","Msl1 (interacts with) Smb1","false","interacts with","Msl1 (interacts with) Smb1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Sec4","false","interacts with","Msl1 (interacts with) Sec4"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Yra1","false","interacts with","Msl1 (interacts with) Yra1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Utp22","false","interacts with","Msl1 (interacts with) Utp22"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Trm1","false","interacts with","Msl1 (interacts with) Trm1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Prp46","false","interacts with","Msl1 (interacts with) Prp46"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Imd4","false","interacts with","Msl1 (interacts with) Imd4"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Tma46","false","interacts with","Msl1 (interacts with) Tma46"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Sxm1","false","interacts with","Msl1 (interacts with) Sxm1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Rbg1","false","interacts with","Msl1 (interacts with) Rbg1"
"RNAmediated","#D95F02","U2 snRNP complex","interacts with","18","Msl1 (interacts with) Smd1","false","interacts with","Msl1 (interacts with) Smd1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Cef1","false","interacts with","Msl1 (interacts with) Cef1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Tif4632","false","interacts with","Msl1 (interacts with) Tif4632"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Cdc60","false","interacts with","Msl1 (interacts with) Cdc60"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Scp160","false","interacts with","Msl1 (interacts with) Scp160"
"RNAmediated","#D95F02","U2 snRNP complex","interacts with","18","Msl1 (interacts with) Prp21","false","interacts with","Msl1 (interacts with) Prp21"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Nop6","false","interacts with","Msl1 (interacts with) Nop6"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Xrn1","false","interacts with","Msl1 (interacts with) Xrn1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Hrb1","false","interacts with","Msl1 (interacts with) Hrb1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Rrp5","false","interacts with","Msl1 (interacts with) Rrp5"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Ubp3","false","interacts with","Msl1 (interacts with) Ubp3"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Mgm101","false","interacts with","Msl1 (interacts with) Mgm101"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Hmo1","false","interacts with","Msl1 (interacts with) Hmo1"
"RNAmediated","#D95F02","U2 snRNP complex","interacts with","18","Msl1 (interacts with) Rse1","false","interacts with","Msl1 (interacts with) Rse1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Sbp1","false","interacts with","Msl1 (interacts with) Sbp1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Hho1","false","interacts with","Msl1 (interacts with) Hho1"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Bfr1","false","interacts with","Msl1 (interacts with) Bfr1"
"RNAmediated","#D95F02","U2 snRNP complex","interacts with","18","Msl1 (interacts with) Hsh155","false","interacts with","Msl1 (interacts with) Hsh155"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Imd3","false","interacts with","Msl1 (interacts with) Imd3"
"RNAmediated","#D95F02",,"interacts with",,"Msl1 (interacts with) Pab1","false","interacts with","Msl1 (interacts with) Pab1"
"PPI","#66A61E",,"interacts with",,"Msl1 (interacts with) Ade12","false","interacts with","Msl1 (interacts with) Ade12"
"PPI","#66A61E",,"interacts with",,"Msl1 (interacts with) Cdc14","false","interacts with","Msl1 (interacts with) Cdc14"
"PPI","#66A61E",,"interacts with",,"Msl1 (interacts with) Gcv2","false","interacts with","Msl1 (interacts with) Gcv2"
"PPI","#66A61E",,"interacts with",,"Msl1 (interacts with) Tdh1","false","interacts with","Msl1 (interacts with) Tdh1"
"PPI","#66A61E",,"interacts with",,"Msl1 (interacts with) Spt15","false","interacts with","Msl1 (interacts with) Spt15"
"PPI","#66A61E",,"interacts with",,"Msl1 (interacts with) Pno1","false","interacts with","Msl1 (interacts with) Pno1"
"PPI","#66A61E",,"interacts with",,"Msl1 (interacts with) Kri1","false","interacts with","Msl1 (interacts with) Kri1"
"PPI","#66A61E","U2 snRNP complex","interacts with","18","Msl1 (interacts with) Lea1","false","interacts with","Msl1 (interacts with) Lea1"
"Overlap","#7570B3",,"interacts with",,"Msl1 (interacts with) Prp19","false","interacts with","Msl1 (interacts with) Prp19"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Bmh2","false","interacts with","Snp1 (interacts with) Bmh2"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Pre3","false","interacts with","Snp1 (interacts with) Pre3"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Rse1","false","interacts with","Snp1 (interacts with) Rse1"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Bfr1","false","interacts with","Snp1 (interacts with) Bfr1"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Nop6","false","interacts with","Snp1 (interacts with) Nop6"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Rbg1","false","interacts with","Snp1 (interacts with) Rbg1"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Sbp1","false","interacts with","Snp1 (interacts with) Sbp1"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Nop13","false","interacts with","Snp1 (interacts with) Nop13"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Imd3","false","interacts with","Snp1 (interacts with) Imd3"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Rrp5","false","interacts with","Snp1 (interacts with) Rrp5"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Hmo1","false","interacts with","Snp1 (interacts with) Hmo1"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Sto1","false","interacts with","Snp1 (interacts with) Sto1"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Pab1","false","interacts with","Snp1 (interacts with) Pab1"
"RNAmediated","#D95F02",,"interacts with",,"Snp1 (interacts with) Xrn1","false","interacts with","Snp1 (interacts with) Xrn1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Trm1","false","interacts with","Snp1 (interacts with) Trm1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Rps26b","false","interacts with","Snp1 (interacts with) Rps26b"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Hrp1","false","interacts with","Snp1 (interacts with) Hrp1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Rpc82","false","interacts with","Snp1 (interacts with) Rpc82"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Cad1","false","interacts with","Snp1 (interacts with) Cad1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Rsm26","false","interacts with","Snp1 (interacts with) Rsm26"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Prp39","false","interacts with","Snp1 (interacts with) Prp39"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Prp42","false","interacts with","Snp1 (interacts with) Prp42"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Smd2","false","interacts with","Snp1 (interacts with) Smd2"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Nam8","false","interacts with","Snp1 (interacts with) Nam8"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Smd1","false","interacts with","Snp1 (interacts with) Smd1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Smb1","false","interacts with","Snp1 (interacts with) Smb1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Smd3","false","interacts with","Snp1 (interacts with) Smd3"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Prp40","false","interacts with","Snp1 (interacts with) Prp40"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Mud1","false","interacts with","Snp1 (interacts with) Mud1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Yhc1","false","interacts with","Snp1 (interacts with) Yhc1"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Luc7","false","interacts with","Snp1 (interacts with) Luc7"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Snu71","false","interacts with","Snp1 (interacts with) Snu71"
"PPI","#66A61E",,"interacts with",,"Snp1 (interacts with) Snu56","false","interacts with","Snp1 (interacts with) Snu56"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Prs5","false","interacts with","Sto1 (interacts with) Prs5"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Gpp2","false","interacts with","Sto1 (interacts with) Gpp2"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Tpd3","false","interacts with","Sto1 (interacts with) Tpd3"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Prp9","false","interacts with","Sto1 (interacts with) Prp9"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Grx3","false","interacts with","Sto1 (interacts with) Grx3"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) She2","false","interacts with","Sto1 (interacts with) She2"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Nif3","false","interacts with","Sto1 (interacts with) Nif3"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Lhp1","false","interacts with","Sto1 (interacts with) Lhp1"
"RNAmediated","#D95F02",,"interacts with",,"Sto1 (interacts with) Mri1","false","interacts with","Sto1 (interacts with) Mri1"
