"category_loop","colors_interaction_loop","complex","interaction","n_complex","name","selected","shared interaction","shared name"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ylr419w","false","interacts with","Dhh1 (interacts with) Ylr419w"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Atp1","false","interacts with","Dhh1 (interacts with) Atp1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mir1","false","interacts with","Dhh1 (interacts with) Mir1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Yop1","false","interacts with","Dhh1 (interacts with) Yop1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ecm29","false","interacts with","Dhh1 (interacts with) Ecm29"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ski3","false","interacts with","Dhh1 (interacts with) Ski3"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Trx1","false","interacts with","Dhh1 (interacts with) Trx1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Hsp82","false","interacts with","Dhh1 (interacts with) Hsp82"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Kes1","false","interacts with","Dhh1 (interacts with) Kes1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ade2","false","interacts with","Dhh1 (interacts with) Ade2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Dcp2","false","interacts with","Dhh1 (interacts with) Dcp2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Pro3","false","interacts with","Dhh1 (interacts with) Pro3"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rvs161","false","interacts with","Dhh1 (interacts with) Rvs161"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Cof1","false","interacts with","Dhh1 (interacts with) Cof1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Npa3","false","interacts with","Dhh1 (interacts with) Npa3"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Gyp5","false","interacts with","Dhh1 (interacts with) Gyp5"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Tif11","false","interacts with","Dhh1 (interacts with) Tif11"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Atp2","false","interacts with","Dhh1 (interacts with) Atp2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Gsp1","false","interacts with","Dhh1 (interacts with) Gsp1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mrpl15","false","interacts with","Dhh1 (interacts with) Mrpl15"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ils1","false","interacts with","Dhh1 (interacts with) Ils1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mdj1","false","interacts with","Dhh1 (interacts with) Mdj1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rpl18a","false","interacts with","Dhh1 (interacts with) Rpl18a"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Sac6","false","interacts with","Dhh1 (interacts with) Sac6"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Hhf2","false","interacts with","Dhh1 (interacts with) Hhf2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Pbp4","false","interacts with","Dhh1 (interacts with) Pbp4"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mdn1","false","interacts with","Dhh1 (interacts with) Mdn1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Glk1","false","interacts with","Dhh1 (interacts with) Glk1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Hxk1","false","interacts with","Dhh1 (interacts with) Hxk1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rrg8","false","interacts with","Dhh1 (interacts with) Rrg8"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ccr4","false","interacts with","Dhh1 (interacts with) Ccr4"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mrpl7","false","interacts with","Dhh1 (interacts with) Mrpl7"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Fpr1","false","interacts with","Dhh1 (interacts with) Fpr1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rps2","false","interacts with","Dhh1 (interacts with) Rps2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Utp20","false","interacts with","Dhh1 (interacts with) Utp20"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Edc3","false","interacts with","Dhh1 (interacts with) Edc3"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Tpd3","false","interacts with","Dhh1 (interacts with) Tpd3"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Fun30","false","interacts with","Dhh1 (interacts with) Fun30"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Gin4","false","interacts with","Dhh1 (interacts with) Gin4"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rps29a","false","interacts with","Dhh1 (interacts with) Rps29a"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rsc9","false","interacts with","Dhh1 (interacts with) Rsc9"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mrpl17","false","interacts with","Dhh1 (interacts with) Mrpl17"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Brr2","false","interacts with","Dhh1 (interacts with) Brr2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Kog1","false","interacts with","Dhh1 (interacts with) Kog1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Hrr25","false","interacts with","Dhh1 (interacts with) Hrr25"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mrpl22","false","interacts with","Dhh1 (interacts with) Mrpl22"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Vma13","false","interacts with","Dhh1 (interacts with) Vma13"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ecm16","false","interacts with","Dhh1 (interacts with) Ecm16"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Mon2","false","interacts with","Dhh1 (interacts with) Mon2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Sro9","false","interacts with","Dhh1 (interacts with) Sro9"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rpb8","false","interacts with","Dhh1 (interacts with) Rpb8"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Fpr3","false","interacts with","Dhh1 (interacts with) Fpr3"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Bms1","false","interacts with","Dhh1 (interacts with) Bms1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Bro1","false","interacts with","Dhh1 (interacts with) Bro1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Vtc1","false","interacts with","Dhh1 (interacts with) Vtc1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Tor1","false","interacts with","Dhh1 (interacts with) Tor1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Pwp2","false","interacts with","Dhh1 (interacts with) Pwp2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Lsm3","false","interacts with","Dhh1 (interacts with) Lsm3"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Nmd4","false","interacts with","Dhh1 (interacts with) Nmd4"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Ufd4","false","interacts with","Dhh1 (interacts with) Ufd4"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Rpm2","false","interacts with","Dhh1 (interacts with) Rpm2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Lsm2","false","interacts with","Dhh1 (interacts with) Lsm2"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Dcp1","false","interacts with","Dhh1 (interacts with) Dcp1"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Lsm7","false","interacts with","Dhh1 (interacts with) Lsm7"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Lsm4","false","interacts with","Dhh1 (interacts with) Lsm4"
"PPI","#66A61E",,"interacts with",,"Dhh1 (interacts with) Lsm1","false","interacts with","Dhh1 (interacts with) Lsm1"
"Overlap","#7570B3",,"interacts with",,"Dhh1 (interacts with) Nam7","false","interacts with","Dhh1 (interacts with) Nam7"
"Overlap","#7570B3",,"interacts with",,"Dhh1 (interacts with) Pat1","false","interacts with","Dhh1 (interacts with) Pat1"
"Overlap","#7570B3",,"interacts with",,"Dhh1 (interacts with) Hmo1","false","interacts with","Dhh1 (interacts with) Hmo1"
"Overlap","#7570B3",,"interacts with",,"Dhh1 (interacts with) Ebs1","false","interacts with","Dhh1 (interacts with) Ebs1"
"Overlap","#7570B3",,"interacts with",,"Dhh1 (interacts with) Xrn1","false","interacts with","Dhh1 (interacts with) Xrn1"
"Overlap","#7570B3",,"interacts with",,"Dhh1 (interacts with) Ssd1","false","interacts with","Dhh1 (interacts with) Ssd1"
"Overlap","#7570B3",,"interacts with",,"Dhh1 (interacts with) Nop4","false","interacts with","Dhh1 (interacts with) Nop4"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Nop12","false","interacts with","Hsh49 (interacts with) Nop12"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Bfr1","false","interacts with","Hsh49 (interacts with) Bfr1"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Hho1","false","interacts with","Hsh49 (interacts with) Hho1"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Nop4","false","interacts with","Hsh49 (interacts with) Nop4"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Hmo1","false","interacts with","Hsh49 (interacts with) Hmo1"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Yra1","false","interacts with","Hsh49 (interacts with) Yra1"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Nop6","false","interacts with","Hsh49 (interacts with) Nop6"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Nop13","false","interacts with","Hsh49 (interacts with) Nop13"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Mgm101","false","interacts with","Hsh49 (interacts with) Mgm101"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Ubp3","false","interacts with","Hsh49 (interacts with) Ubp3"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Rrp5","false","interacts with","Hsh49 (interacts with) Rrp5"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Utp22","false","interacts with","Hsh49 (interacts with) Utp22"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Utp4","false","interacts with","Hsh49 (interacts with) Utp4"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Imd3","false","interacts with","Hsh49 (interacts with) Imd3"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Imd4","false","interacts with","Hsh49 (interacts with) Imd4"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Bmh2","false","interacts with","Hsh49 (interacts with) Bmh2"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Pab1","false","interacts with","Hsh49 (interacts with) Pab1"
"RNAmediated","#D95F02",,"interacts with",,"Hsh49 (interacts with) Xrn1","false","interacts with","Hsh49 (interacts with) Xrn1"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Ymr315w","false","interacts with","Hsh49 (interacts with) Ymr315w"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Yhr214c-B","false","interacts with","Hsh49 (interacts with) Yhr214c-B"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Trm1","false","interacts with","Hsh49 (interacts with) Trm1"
"PPI","#66A61E","SF3b complex","interacts with","6","Hsh49 (interacts with) Cus1","false","interacts with","Hsh49 (interacts with) Cus1"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Fmp52","false","interacts with","Hsh49 (interacts with) Fmp52"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Rpc82","false","interacts with","Hsh49 (interacts with) Rpc82"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Brx1","false","interacts with","Hsh49 (interacts with) Brx1"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Acs2","false","interacts with","Hsh49 (interacts with) Acs2"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Nab3","false","interacts with","Hsh49 (interacts with) Nab3"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Rpb5","false","interacts with","Hsh49 (interacts with) Rpb5"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Rpt1","false","interacts with","Hsh49 (interacts with) Rpt1"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Hhf2","false","interacts with","Hsh49 (interacts with) Hhf2"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Ape1","false","interacts with","Hsh49 (interacts with) Ape1"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Gcv2","false","interacts with","Hsh49 (interacts with) Gcv2"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Age2","false","interacts with","Hsh49 (interacts with) Age2"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Erg1","false","interacts with","Hsh49 (interacts with) Erg1"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Cap1","false","interacts with","Hsh49 (interacts with) Cap1"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Svl3","false","interacts with","Hsh49 (interacts with) Svl3"
"PPI","#66A61E","SF3b complex","interacts with","6","Hsh49 (interacts with) Rds3","false","interacts with","Hsh49 (interacts with) Rds3"
"PPI","#66A61E","SF3b complex","interacts with","6","Hsh49 (interacts with) Hsh155","false","interacts with","Hsh49 (interacts with) Hsh155"
"PPI","#66A61E",,"interacts with",,"Hsh49 (interacts with) Ilv1","false","interacts with","Hsh49 (interacts with) Ilv1"
"PPI","#66A61E","SF3b complex","interacts with","6","Hsh49 (interacts with) Rse1","false","interacts with","Hsh49 (interacts with) Rse1"
"Overlap","#7570B3",,"interacts with",,"Hsh49 (interacts with) Nam7","false","interacts with","Hsh49 (interacts with) Nam7"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Yml6","false","interacts with","Lsm2 (interacts with) Yml6"
"RNAmediated","#D95F02","U4/U6 x U5 tri-snRNP complex","interacts with","28","Lsm2 (interacts with) Smd3","false","interacts with","Lsm2 (interacts with) Smd3"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Ura5","false","interacts with","Lsm2 (interacts with) Ura5"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Scp160","false","interacts with","Lsm2 (interacts with) Scp160"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Fas1","false","interacts with","Lsm2 (interacts with) Fas1"
"RNAmediated","#D95F02","U4/U6 x U5 tri-snRNP complex","interacts with","28","Lsm2 (interacts with) Dib1","false","interacts with","Lsm2 (interacts with) Dib1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Mrpl11","false","interacts with","Lsm2 (interacts with) Mrpl11"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Rli1","false","interacts with","Lsm2 (interacts with) Rli1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Nop12","false","interacts with","Lsm2 (interacts with) Nop12"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Sro9","false","interacts with","Lsm2 (interacts with) Sro9"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Pre8","false","interacts with","Lsm2 (interacts with) Pre8"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Dps1","false","interacts with","Lsm2 (interacts with) Dps1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Ubp3","false","interacts with","Lsm2 (interacts with) Ubp3"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Ape3","false","interacts with","Lsm2 (interacts with) Ape3"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Hsh155","false","interacts with","Lsm2 (interacts with) Hsh155"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Yra1","false","interacts with","Lsm2 (interacts with) Yra1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Rrp5","false","interacts with","Lsm2 (interacts with) Rrp5"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Kri1","false","interacts with","Lsm2 (interacts with) Kri1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Stm1","false","interacts with","Lsm2 (interacts with) Stm1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Tma46","false","interacts with","Lsm2 (interacts with) Tma46"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Gly1","false","interacts with","Lsm2 (interacts with) Gly1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Mgm101","false","interacts with","Lsm2 (interacts with) Mgm101"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Rse1","false","interacts with","Lsm2 (interacts with) Rse1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Nop4","false","interacts with","Lsm2 (interacts with) Nop4"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Imp4","false","interacts with","Lsm2 (interacts with) Imp4"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Xrn1","false","interacts with","Lsm2 (interacts with) Xrn1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Mss116","false","interacts with","Lsm2 (interacts with) Mss116"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Hho1","false","interacts with","Lsm2 (interacts with) Hho1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Cus1","false","interacts with","Lsm2 (interacts with) Cus1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Mrpl1","false","interacts with","Lsm2 (interacts with) Mrpl1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Hmo1","false","interacts with","Lsm2 (interacts with) Hmo1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Bfr1","false","interacts with","Lsm2 (interacts with) Bfr1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Utp22","false","interacts with","Lsm2 (interacts with) Utp22"
"RNAmediated","#D95F02","U4/U6 x U5 tri-snRNP complex","interacts with","28","Lsm2 (interacts with) Smd1","false","interacts with","Lsm2 (interacts with) Smd1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Imd3","false","interacts with","Lsm2 (interacts with) Imd3"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Rbg1","false","interacts with","Lsm2 (interacts with) Rbg1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Pab1","false","interacts with","Lsm2 (interacts with) Pab1"
"RNAmediated","#D95F02",,"interacts with",,"Lsm2 (interacts with) Trm1","false","interacts with","Lsm2 (interacts with) Trm1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Ypl225w","false","interacts with","Lsm2 (interacts with) Ypl225w"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mtr4","false","interacts with","Lsm2 (interacts with) Mtr4"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Nam9","false","interacts with","Lsm2 (interacts with) Nam9"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Tub1","false","interacts with","Lsm2 (interacts with) Tub1"
"PPI","#66A61E","U4/U6 x U5 tri-snRNP complex","interacts with","28","Lsm2 (interacts with) Snu66","false","interacts with","Lsm2 (interacts with) Snu66"
"PPI","#66A61E","U4/U6 x U5 tri-snRNP complex","interacts with","28","Lsm2 (interacts with) Spp381","false","interacts with","Lsm2 (interacts with) Spp381"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Prs4","false","interacts with","Lsm2 (interacts with) Prs4"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrps28","false","interacts with","Lsm2 (interacts with) Mrps28"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Dim1","false","interacts with","Lsm2 (interacts with) Dim1"
"PPI","#66A61E","U4/U6 x U5 tri-snRNP complex","interacts with","28","Lsm2 (interacts with) Prp6","false","interacts with","Lsm2 (interacts with) Prp6"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Prs3","false","interacts with","Lsm2 (interacts with) Prs3"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lys20","false","interacts with","Lsm2 (interacts with) Lys20"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Cpa2","false","interacts with","Lsm2 (interacts with) Cpa2"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Ade12","false","interacts with","Lsm2 (interacts with) Ade12"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrpl3","false","interacts with","Lsm2 (interacts with) Mrpl3"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrps17","false","interacts with","Lsm2 (interacts with) Mrps17"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrpl23","false","interacts with","Lsm2 (interacts with) Mrpl23"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Hgh1","false","interacts with","Lsm2 (interacts with) Hgh1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Gfa1","false","interacts with","Lsm2 (interacts with) Gfa1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrps16","false","interacts with","Lsm2 (interacts with) Mrps16"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Hog1","false","interacts with","Lsm2 (interacts with) Hog1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Nab3","false","interacts with","Lsm2 (interacts with) Nab3"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Pdc1","false","interacts with","Lsm2 (interacts with) Pdc1"
