"category_loop","colors_interaction_loop","complex","interaction","n_complex","name","selected","shared interaction","shared name"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Prp6","false","interacts with","Lsm2 (interacts with) Prp6"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Prs3","false","interacts with","Lsm2 (interacts with) Prs3"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lys20","false","interacts with","Lsm2 (interacts with) Lys20"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Cpa2","false","interacts with","Lsm2 (interacts with) Cpa2"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Ade12","false","interacts with","Lsm2 (interacts with) Ade12"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrpl3","false","interacts with","Lsm2 (interacts with) Mrpl3"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrps17","false","interacts with","Lsm2 (interacts with) Mrps17"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrpl23","false","interacts with","Lsm2 (interacts with) Mrpl23"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Hgh1","false","interacts with","Lsm2 (interacts with) Hgh1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Gfa1","false","interacts with","Lsm2 (interacts with) Gfa1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrps16","false","interacts with","Lsm2 (interacts with) Mrps16"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Hog1","false","interacts with","Lsm2 (interacts with) Hog1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Nab3","false","interacts with","Lsm2 (interacts with) Nab3"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Pdc1","false","interacts with","Lsm2 (interacts with) Pdc1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mir1","false","interacts with","Lsm2 (interacts with) Mir1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrp13","false","interacts with","Lsm2 (interacts with) Mrp13"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Csr1","false","interacts with","Lsm2 (interacts with) Csr1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Gcd1","false","interacts with","Lsm2 (interacts with) Gcd1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Mrps9","false","interacts with","Lsm2 (interacts with) Mrps9"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Gpx2","false","interacts with","Lsm2 (interacts with) Gpx2"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Pet123","false","interacts with","Lsm2 (interacts with) Pet123"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Rpg1","false","interacts with","Lsm2 (interacts with) Rpg1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Cad1","false","interacts with","Lsm2 (interacts with) Cad1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Sup45","false","interacts with","Lsm2 (interacts with) Sup45"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Pat1","false","interacts with","Lsm2 (interacts with) Pat1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Tcp1","false","interacts with","Lsm2 (interacts with) Tcp1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Prp31","false","interacts with","Lsm2 (interacts with) Prp31"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Lsm1","false","interacts with","Lsm2 (interacts with) Lsm1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Bcs1","false","interacts with","Lsm2 (interacts with) Bcs1"
"PPI","#66A61E",,"interacts with",,"Lsm2 (interacts with) Enp1","false","interacts with","Lsm2 (interacts with) Enp1"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp8","false","interacts with","Lsm2 (interacts with) Prp8"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Rpa43","false","interacts with","Lsm2 (interacts with) Rpa43"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Snu114","false","interacts with","Lsm2 (interacts with) Snu114"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp4","false","interacts with","Lsm2 (interacts with) Prp4"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Snu23","false","interacts with","Lsm2 (interacts with) Snu23"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Brr2","false","interacts with","Lsm2 (interacts with) Brr2"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Smd2","false","interacts with","Lsm2 (interacts with) Smd2"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Smb1","false","interacts with","Lsm2 (interacts with) Smb1"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp38","false","interacts with","Lsm2 (interacts with) Prp38"
"Overlap","#7570B3",,"interacts with",,"Lsm2 (interacts with) Prp3","false","interacts with","Lsm2 (interacts with) Prp3"
